Date,Predicted_Sales
2023-12-01,1072.2344679771788
2024-01-01,1089.3509640322197
2024-02-01,1108.7217369199013
2024-03-01,1124.7969185853267
2024-04-01,1148.9087472293702
2024-05-01,1175.2016802470582
2024-06-01,1190.9402412549355
2024-07-01,1207.270576351604
2024-08-01,1227.1209680555748
2024-09-01,1246.7536123067596
2024-10-01,1262.6043767421552
2024-11-01,1282.7914006887715
